tr_id,p_id,c_id,tr_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date
105,89,821,26-10-2017 00:00,False,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,41434.0
106,70,2489,15-02-2017 00:00,False,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,42105.0
107,79,2710,22-12-2017 00:00,False,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,37873.0
108,26,947,11-10-2017 00:00,True,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,34115.0
109,39,1335,27-03-2017 00:00,True,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,38991.0
110,36,1076,04-11-2017 00:00,False,Approved,Solex,Standard,low,medium,945.04,507.58,35052.0
111,0,3320,11-06-2017 00:00,True,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,42172.0
112,84,779,09-10-2017 00:00,False,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,33879.0
113,98,3296,07-06-2017 00:00,True,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,33364.0
114,75,455,24-10-2017 00:00,True,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,37873.0
115,76,1779,01-05-2017 00:00,False,Approved,WeareA2B,Standard,low,medium,642.31,513.85,38482.0
116,72,2703,21-11-2017 00:00,True,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,40553.0
117,42,806,24-03-2017 00:00,False,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,34071.0
118,20,22,21-03-2017 00:00,False,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,40303.0
119,64,1591,20-02-2017 00:00,False,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,38647.0
120,0,678,16-06-2017 00:00,False,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,42105.0
121,25,50,04-12-2017 00:00,False,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,33888.0
122,24,1038,01-12-2017 00:00,True,Approved,Solex,Road,medium,large,1777.8,820.78,34115.0
123,31,1453,05-03-2017 00:00,True,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,42218.0
124,98,1339,21-03-2017 00:00,False,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,35470.0
125,22,3382,03-01-2017 00:00,True,Approved,Solex,Standard,medium,medium,575.27,431.45,41345.0
126,53,773,01-04-2017 00:00,False,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,37823.0
127,84,2503,16-03-2017 00:00,True,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,38482.0
128,25,1057,26-02-2017 00:00,False,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,42404.0
129,50,1397,05-06-2017 00:00,False,Approved,WeareA2B,Standard,medium,small,175.89,131.92,42295.0
130,44,2134,04-09-2017 00:00,False,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,40672.0
131,96,2403,18-01-2017 00:00,True,Approved,WeareA2B,Road,low,small,1172.78,1043.77,37539.0
132,12,1937,28-09-2017 00:00,False,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,38216.0
133,93,1282,02-09-2017 00:00,True,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,37539.0
134,78,2183,09-05-2017 00:00,False,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,33429.0
135,84,1788,17-10-2017 00:00,False,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,38859.0
136,65,1170,25-04-2017 00:00,True,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,42105.0
137,0,431,23-09-2017 00:00,False,Approved,Nio Cycles,Standard,,,1942.61,556.0469512209312,38216.0
138,29,1940,02-08-2017 00:00,False,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,36833.0
139,32,2073,25-03-2017 00:00,False,Cancelled,Giant Bicycles,Standard,high,medium,1179.0,707.4,36833.0
140,11,462,01-01-2017 00:00,False,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,42560.0
141,10,2728,22-12-2017 00:00,False,Approved,Solex,Standard,medium,medium,1945.43,333.18,37499.0
142,46,2053,25-12-2017 00:00,False,Approved,Solex,Standard,low,medium,1289.85,74.51,41064.0
143,60,2135,26-01-2017 00:00,True,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,41047.0
144,92,1217,20-12-2017 00:00,False,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,33259.0
145,7,2992,07-06-2017 00:00,True,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,38693.0
146,41,3261,06-04-2017 00:00,True,Approved,Solex,Road,medium,medium,416.98,312.74,35560.0
147,67,2748,25-04-2017 00:00,True,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,38647.0
148,14,3262,13-01-2017 00:00,False,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,37838.0
149,89,788,21-03-2017 00:00,False,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,34079.0
150,9,3067,21-11-2017 00:00,True,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,34586.0
151,31,701,11-11-2017 00:00,False,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,37698.0
152,92,648,16-10-2017 00:00,False,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,36833.0
153,37,3286,19-08-2017 00:00,True,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,36361.0
154,3,3383,06-04-2017 00:00,True,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,40784.0
155,56,982,04-11-2017 00:00,True,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,42404.0
156,14,676,22-08-2017 00:00,True,Approved,Solex,Standard,high,large,1842.92,1105.75,37873.0
157,6,385,15-09-2017 00:00,True,Approved,Solex,Standard,high,medium,748.17,448.9,42105.0
158,50,1229,01-03-2017 00:00,True,Approved,WeareA2B,Standard,medium,small,175.89,131.92,39915.0
159,10,3232,16-08-2017 00:00,False,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,41345.0
160,0,3300,27-08-2017 00:00,False,Approved,Nio Cycles,Standard,,,1656.86,556.0469512209312,38216.0
161,69,2381,10-07-2017 00:00,False,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,42105.0
162,78,371,11-12-2017 00:00,False,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,38193.0
163,80,2519,20-05-2017 00:00,True,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,42226.0
164,17,2264,30-07-2017 00:00,False,Approved,Solex,Standard,high,medium,1024.66,614.8,35378.0
165,3,2637,25-10-2017 00:00,True,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,38573.0
166,78,3262,27-11-2017 00:00,False,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,38193.0
167,90,3177,26-04-2017 00:00,True,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,38482.0
168,87,2267,02-02-2017 00:00,False,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,35667.0
169,97,456,02-05-2017 00:00,False,Approved,Solex,Standard,medium,large,202.62,151.96,38002.0
170,6,404,16-10-2017 00:00,True,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,37838.0
171,100,3121,22-10-2017 00:00,False,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,33364.0
172,55,2365,11-04-2017 00:00,True,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,33259.0
173,100,2528,16-11-2017 00:00,False,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,33364.0
174,10,3151,17-12-2017 00:00,False,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,34586.0
175,25,3241,23-12-2017 00:00,False,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,42696.0
176,74,1335,30-03-2017 00:00,True,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,37873.0
177,90,2234,13-04-2017 00:00,False,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,38482.0
178,56,3226,25-07-2017 00:00,True,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,35707.0
179,62,1365,31-01-2017 00:00,False,Approved,Solex,Standard,medium,medium,478.16,298.72,34143.0
180,20,3349,18-03-2017 00:00,True,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,40303.0
181,17,1002,24-02-2017 00:00,False,Approved,Solex,Standard,high,medium,1024.66,614.8,40670.0
182,16,2282,18-02-2017 00:00,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,41345.0
183,46,2656,07-01-2017 00:00,False,Approved,Solex,Standard,low,medium,1289.85,74.51,41064.0
184,71,2409,05-07-2017 00:00,True,Approved,Solex,Standard,high,large,1842.92,1105.75,34996.0
185,91,1711,19-11-2017 00:00,False,Approved,WeareA2B,Standard,low,medium,642.31,513.85,38193.0
186,17,2582,08-11-2017 00:00,True,Approved,Solex,Standard,high,medium,1024.66,614.8,35378.0
187,1,1005,24-07-2017 00:00,True,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,37873.0
188,3,1597,15-01-2017 00:00,True,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,41167.0
189,56,2713,12-01-2017 00:00,True,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,34143.0
190,37,1435,27-11-2017 00:00,True,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,40672.0
191,34,1477,30-06-2017 00:00,True,Approved,Norco Bicycles,Road,high,large,774.53,464.72,39526.0
192,0,1614,15-07-2017 00:00,True,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,39031.0
193,12,1254,22-06-2017 00:00,True,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,39880.0
194,25,1423,02-05-2017 00:00,False,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,40553.0
195,81,276,27-12-2017 00:00,False,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,33429.0
196,19,1315,21-12-2017 00:00,True,Approved,OHM Cycles,Road,high,large,12.01,7.21,36334.0
197,45,591,23-05-2017 00:00,True,Approved,Solex,Standard,medium,medium,441.49,84.99,34071.0
198,74,1017,02-02-2017 00:00,False,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,41848.0
199,33,2123,08-06-2017 00:00,False,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,33888.0
200,57,2889,15-04-2017 00:00,True,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,34143.0
201,0,3208,05-09-2017 00:00,True,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,41064.0
202,23,2406,26-02-2017 00:00,True,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,39031.0
203,67,2041,29-07-2017 00:00,False,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,38647.0
204,81,1598,03-07-2017 00:00,True,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,33429.0
205,58,1842,27-05-2017 00:00,True,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,42295.0
206,5,141,05-05-2017 00:00,False,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,38573.0
207,94,1321,09-09-2017 00:00,False,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,41434.0
208,51,183,21-05-2017 00:00,False,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,41009.0
209,59,2591,22-09-2017 00:00,False,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,37626.0
210,63,3356,12-04-2017 00:00,True,Approved,Solex,Standard,medium,medium,1483.2,99.59,33879.0
211,40,766,07-05-2017 00:00,True,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,38750.0
212,80,1596,13-01-2017 00:00,False,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,38647.0
213,82,520,14-12-2017 00:00,False,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,42226.0
214,46,868,22-03-2017 00:00,True,Approved,Solex,Standard,low,medium,1289.85,74.51,41009.0
215,78,2999,30-09-2017 00:00,False,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,42226.0
216,72,352,29-11-2017 00:00,True,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,42710.0
217,75,1140,09-06-2017 00:00,False,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,38193.0
218,40,621,21-04-2017 00:00,False,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,37823.0
219,2,3307,13-11-2017 00:00,False,Approved,Giant Bicycles,Road,low,small,590.26,525.33,40487.0
220,10,1502,09-04-2017 00:00,True,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,41345.0
221,35,936,08-05-2017 00:00,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688.0
222,8,939,08-07-2017 00:00,True,Approved,Solex,Road,medium,small,1703.52,1516.13,40649.0
223,2,2698,30-11-2017 00:00,False,Approved,Giant Bicycles,Road,low,small,590.26,525.33,40487.0
224,69,579,25-04-2017 00:00,True,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,33879.0
225,54,2036,30-03-2017 00:00,True,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,39915.0
226,8,3077,10-03-2017 00:00,False,Approved,Solex,Road,medium,small,1703.52,1516.13,34079.0
227,86,369,16-03-2017 00:00,True,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,38482.0
228,13,821,04-04-2017 00:00,True,Approved,Solex,Standard,medium,medium,1163.89,589.27,41345.0
229,19,2687,13-03-2017 00:00,True,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,40784.0
230,86,681,23-12-2017 00:00,True,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,41434.0
231,46,37,12-08-2017 00:00,True,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,36361.0
232,30,3002,04-08-2017 00:00,False,Approved,Solex,Standard,high,medium,748.17,448.9,36361.0
233,92,396,01-09-2017 00:00,False,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,33259.0
234,71,550,01-09-2017 00:00,True,Approved,Solex,Standard,high,large,1842.92,1105.75,34996.0
235,77,1605,02-07-2017 00:00,False,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,40553.0
236,7,2325,31-08-2017 00:00,True,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,37698.0
237,23,1420,11-03-2017 00:00,True,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,34244.0
238,12,3099,08-10-2017 00:00,False,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,34586.0
239,61,1645,01-10-2017 00:00,True,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,42145.0
240,21,546,23-11-2017 00:00,False,Approved,Solex,Standard,medium,large,1071.23,380.74,33552.0
241,86,2885,27-03-2017 00:00,True,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,37626.0
242,57,2740,04-12-2017 00:00,False,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,36146.0
243,63,3166,13-11-2017 00:00,True,Approved,Solex,Standard,medium,medium,1483.2,99.59,36146.0
244,63,3487,20-12-2017 00:00,True,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,34115.0
245,33,2890,22-09-2017 00:00,True,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,40336.0
246,98,3370,22-01-2017 00:00,False,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,42172.0
247,15,3393,29-01-2017 00:00,True,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,39880.0
248,57,2410,21-07-2017 00:00,False,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,34143.0
249,61,3466,10-02-2017 00:00,True,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,42172.0
250,48,1454,25-11-2017 00:00,False,Cancelled,WeareA2B,Standard,medium,medium,1762.96,950.52,35470.0
251,63,1967,11-04-2017 00:00,True,Approved,Solex,Standard,medium,medium,1483.2,99.59,42145.0
252,78,3089,03-12-2017 00:00,False,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,41533.0
253,2,3123,30-12-2017 00:00,False,Approved,Giant Bicycles,Road,low,small,590.26,525.33,40487.0
254,67,2692,26-07-2017 00:00,False,Approved,Solex,Standard,medium,large,1071.23,380.74,36334.0
255,67,2801,01-04-2017 00:00,True,Cancelled,Norco Bicycles,Road,medium,medium,544.05,376.84,38647.0
