"id_","area_id_","node_id_","act_date","deact_date","has_loan","is_act"
"155","4","1","10-01-2020","07-02-2020","0","0"
"156","5","5","24-01-2020","13-02-2020","1","0"
"157","2","3","06-01-2020","24-01-2020","0","0"
"158","5","1","18-01-2020","28-01-2020","0","1"
"159","5","3","04-01-2020","26-01-2020","0","0"
"160","4","4","17-01-2020","23-01-2020","1","0"
"161","1","2","08-01-2020","08-01-2020","0","0"
"162","2","1","10-01-2020","17-01-2020","0","1"
"163","4","2","14-01-2020","31-01-2020","0","0"
"164","3","5","10-01-2020","21-01-2020","1","0"
"165","4","5","23-01-2020","02-02-2020","0","0"
"166","2","1","22-01-2020","24-01-2020","0","1"
"167","4","5","30-01-2020","03-02-2020","0","1"
"168","5","1","13-01-2020","12-02-2020","1","0"
"169","1","1","10-01-2020","19-01-2020","1","0"
"170","5","1","14-01-2020","22-01-2020","0","1"
"171","1","4","17-01-2020","30-01-2020","0","0"
"172","2","3","12-01-2020","31-01-2020","1","1"
"173","5","2","14-01-2020","10-02-2020","0","1"
"174","4","5","11-01-2020","02-02-2020","1","0"
"175","1","5","14-01-2020","11-02-2020","1","1"
"176","2","1","26-01-2020","23-02-2020","0","0"
"177","3","5","20-01-2020","05-02-2020","1","0"
"178","1","4","23-01-2020","22-02-2020","0","0"
"179","4","3","05-01-2020","03-02-2020","0","1"
"180","1","2","09-01-2020","19-01-2020","0","0"
"181","4","4","13-01-2020","04-02-2020","1","0"
"182","3","1","08-01-2020","22-01-2020","0","0"
"183","2","4","22-01-2020","04-02-2020","0","1"
"184","2","4","27-01-2020","03-02-2020","0","0"
"185","5","1","29-01-2020","27-02-2020","1","0"
"186","2","4","17-01-2020","25-01-2020","0","0"
"187","1","5","26-01-2020","31-01-2020","0","1"
"188","1","3","13-01-2020","07-02-2020","0","1"
"189","4","2","11-01-2020","15-01-2020","1","0"
"190","5","5","26-01-2020","18-02-2020","1","0"
"191","5","4","16-01-2020","21-01-2020","0","1"
"192","5","5","20-01-2020","26-01-2020","0","0"
"193","5","5","12-01-2020","25-01-2020","1","1"
"194","4","5","28-01-2020","25-02-2020","0","1"
"195","4","3","19-01-2020","07-02-2020","1","0"
"196","5","4","13-01-2020","09-02-2020","1","1"
"197","2","2","22-01-2020","02-02-2020","0","0"
"198","3","1","17-01-2020","08-02-2020","1","0"
"199","2","4","20-01-2020","30-01-2020","0","0"
"200","1","4","29-01-2020","09-02-2020","0","1"
"201","4","1","02-01-2020","18-01-2020","0","0"
"202","2","2","06-01-2020","17-01-2020","1","0"
"203","5","5","06-01-2020","17-01-2020","0","0"
"204","1","5","28-01-2020","30-01-2020","0","1"
"205","2","1","02-01-2020","19-01-2020","0","0"
"206","2","4","09-01-2020","12-01-2020","1","0"
"207","4","3","26-01-2020","09-02-2020","0","0"
"208","2","3","19-01-2020","24-01-2020","0","1"
"209","4","3","23-01-2020","30-01-2020","0","1"
"210","5","2","19-01-2020","27-01-2020","1","0"
"211","1","1","19-01-2020","12-02-2020","1","0"
"212","2","2","02-01-2020","01-02-2020","0","1"
"213","3","2","17-01-2020","22-01-2020","0","0"
"214","2","3","14-01-2020","24-01-2020","1","1"
"215","2","2","27-01-2020","11-02-2020","0","1"
"216","3","3","04-01-2020","12-01-2020","1","0"
"217","1","3","08-01-2020","14-01-2020","1","1"
"218","5","4","29-01-2020","22-02-2020","0","0"
"219","2","2","06-01-2020","15-01-2020","1","0"
"220","2","3","21-01-2020","08-02-2020","0","0"
"221","4","1","06-01-2020","31-01-2020","0","1"
"222","1","5","11-01-2020","16-01-2020","0","0"
"223","4","4","11-01-2020","28-01-2020","1","0"
"224","2","5","21-01-2020","03-02-2020","0","0"
"225","3","2","10-01-2020","01-02-2020","0","1"
"226","2","5","11-01-2020","26-01-2020","0","0"
"227","1","2","07-01-2020","11-01-2020","1","0"
"228","4","3","10-01-2020","08-02-2020","0","0"
"229","5","3","23-01-2020","24-01-2020","0","1"
"230","3","3","21-01-2020","10-02-2020","0","1"
"231","3","5","20-01-2020","03-02-2020","1","0"
"232","4","3","02-01-2020","17-01-2020","1","0"
"233","2","1","03-01-2020","28-01-2020","0","1"
"234","2","1","03-01-2020","24-01-2020","0","0"
"235","1","3","07-01-2020","08-01-2020","1","1"
"236","4","5","27-01-2020","18-02-2020","0","1"
"237","1","3","16-01-2020","23-01-2020","1","0"
"238","4","4","18-01-2020","06-02-2020","1","1"
"239","4","5","18-01-2020","22-01-2020","0","0"
"240","2","3","10-01-2020","03-02-2020","1","0"
"241","4","3","01-01-2020","24-01-2020","0","0"
"242","3","1","20-01-2020","16-02-2020","0","1"
"243","1","4","01-01-2020","03-01-2020","0","0"
"244","1","4","27-01-2020","22-02-2020","1","0"
"245","3","4","30-01-2020","13-02-2020","0","0"
"246","1","3","29-01-2020","13-02-2020","0","1"
"247","3","5","01-01-2020","11-01-2020","0","0"
"248","4","3","24-01-2020","17-02-2020","1","0"
"249","5","3","14-01-2020","09-02-2020","0","0"
"250","3","4","25-01-2020","31-01-2020","0","1"
"251","2","4","09-01-2020","10-01-2020","0","1"
"252","4","3","26-01-2020","06-02-2020","1","0"
"253","4","4","29-01-2020","23-02-2020","1","0"
"254","1","5","05-01-2020","14-01-2020","0","1"
"255","4","1","14-01-2020","29-01-2020","0","0"
"256","3","5","26-01-2020","10-02-2020","1","1"
"257","5","1","20-01-2020","10-02-2020","0","1"
"258","1","1","25-01-2020","31-01-2020","1","0"
"259","2","4","04-01-2020","05-01-2020","1","1"
"260","4","2","26-01-2020","17-02-2020","0","0"
"261","2","4","25-01-2020","07-02-2020","1","0"
"262","3","3","04-01-2020","13-01-2020","0","0"
"263","2","3","16-01-2020","16-01-2020","0","1"
"264","4","1","16-01-2020","31-01-2020","0","0"
"265","1","2","08-01-2020","28-01-2020","1","0"
"266","3","3","17-01-2020","04-02-2020","0","0"
"267","3","4","19-01-2020","24-01-2020","0","1"
"268","4","4","11-01-2020","12-01-2020","0","0"
"269","5","3","14-01-2020","30-01-2020","1","0"
"270","4","1","16-01-2020","24-01-2020","0","0"
"271","3","4","08-01-2020","16-01-2020","0","1"
"272","2","2","11-01-2020","16-01-2020","0","1"
"273","2","5","19-01-2020","05-02-2020","1","0"
"274","1","1","02-01-2020","14-01-2020","1","0"
"275","2","4","28-01-2020","28-01-2020","0","1"
"276","1","4","07-01-2020","10-01-2020","0","0"
"277","1","4","27-01-2020","23-02-2020","1","1"
"278","1","3","26-01-2020","03-02-2020","0","1"
"279","4","1","13-01-2020","30-01-2020","1","0"
"280","2","2","03-01-2020","24-01-2020","1","1"
"281","2","5","06-01-2020","07-01-2020","0","0"
"282","1","5","24-01-2020","21-02-2020","1","0"
"283","1","2","05-01-2020","31-01-2020","0","0"
"284","1","1","30-01-2020","29-02-2020","0","1"
"285","3","4","22-01-2020","04-02-2020","0","0"
"286","4","3","02-01-2020","03-01-2020","1","0"
"287","1","2","22-01-2020","05-02-2020","0","0"
"288","4","2","13-01-2020","27-01-2020","0","1"
"289","3","3","28-01-2020","27-02-2020","0","0"
"290","4","2","15-01-2020","17-01-2020","1","0"
"291","5","5","20-01-2020","01-02-2020","0","0"
"292","1","3","10-01-2020","02-02-2020","0","1"
"293","5","5","15-01-2020","22-01-2020","0","1"
"294","2","3","12-01-2020","02-02-2020","1","0"
"295","2","5","26-01-2020","27-01-2020","1","0"
"296","5","3","13-01-2020","17-01-2020","0","1"
"297","1","4","25-01-2020","02-02-2020","0","0"
"298","4","1","16-01-2020","07-02-2020","1","1"
"299","3","5","13-01-2020","08-02-2020","0","1"
"300","2","5","21-01-2020","11-02-2020","1","0"
"301","3","4","20-01-2020","02-02-2020","1","1"
"302","1","5","27-01-2020","12-02-2020","0","0"
"303","1","4","18-01-2020","09-02-2020","1","0"
"304","5","2","16-01-2020","10-02-2020","0","0"
"305","1","4","09-01-2020","08-02-2020","0","1"
"306","4","1","27-01-2020","10-02-2020","0","0"
"307","5","3","14-01-2020","27-01-2020","1","0"
"308","3","5","14-01-2020","17-01-2020","0","0"
"309","5","2","13-01-2020","06-02-2020","0","1"
"310","5","3","20-01-2020","13-02-2020","0","0"
"311","3","1","17-01-2020","21-01-2020","1","0"
"312","5","3","20-01-2020","07-02-2020","0","0"
"313","3","1","29-01-2020","24-02-2020","0","1"
"314","1","5","26-01-2020","30-01-2020","0","1"
"315","3","2","22-01-2020","05-02-2020","1","0"
"316","4","1","23-01-2020","07-02-2020","1","0"
"317","2","1","11-01-2020","22-01-2020","0","1"
"318","4","4","06-01-2020","16-01-2020","0","0"
"319","1","5","06-01-2020","07-01-2020","1","1"
"320","3","1","10-01-2020","23-01-2020","0","1"
"321","3","3","24-01-2020","04-02-2020","1","0"
"322","5","5","05-01-2020","24-01-2020","1","1"
"323","1","3","21-01-2020","17-02-2020","0","0"
"324","1","5","04-01-2020","02-02-2020","1","0"
"325","2","2","27-01-2020","04-02-2020","0","0"
"326","4","3","12-01-2020","06-02-2020","0","1"
"327","5","4","14-01-2020","03-02-2020","0","0"
"328","3","1","22-01-2020","12-02-2020","1","0"
"329","5","5","07-01-2020","16-01-2020","0","0"
"330","5","5","26-01-2020","27-01-2020","0","1"
"331","5","2","17-01-2020","20-01-2020","0","0"
"332","5","5","27-01-2020","15-02-2020","1","0"
"333","5","5","08-01-2020","29-01-2020","0","0"
"334","2","5","15-01-2020","29-01-2020","0","1"
"335","2","1","14-01-2020","22-01-2020","0","1"
"336","2","1","16-01-2020","30-01-2020","1","0"
"337","3","4","12-01-2020","06-02-2020","1","0"
"338","3","5","17-01-2020","09-02-2020","0","1"
"339","2","5","10-01-2020","23-01-2020","0","0"
"340","4","3","06-01-2020","25-01-2020","1","1"
"341","5","4","26-01-2020","15-02-2020","0","1"
"342","1","3","25-01-2020","26-01-2020","1","0"
"343","2","5","01-01-2020","22-01-2020","1","1"
"344","1","5","07-01-2020","26-01-2020","0","0"
"345","4","4","01-01-2020","02-01-2020","1","0"
"346","4","2","21-01-2020","12-02-2020","0","0"
"347","1","2","04-01-2020","02-02-2020","0","1"
"348","3","3","22-01-2020","29-01-2020","0","0"
"349","3","4","17-01-2020","28-01-2020","1","0"
"350","2","4","13-01-2020","17-01-2020","0","0"
"351","3","2","03-01-2020","16-01-2020","0","1"
"352","5","4","21-01-2020","07-02-2020","0","0"
"353","3","2","01-01-2020","06-01-2020","1","0"
"354","5","4","23-01-2020","19-02-2020","0","0"
"355","3","4","21-01-2020","16-02-2020","0","1"
"356","5","2","11-01-2020","21-01-2020","0","1"
"357","4","4","20-01-2020","17-02-2020","1","0"
"358","3","3","15-01-2020","22-01-2020","1","0"
"359","2","5","09-01-2020","23-01-2020","0","1"
"360","5","1","16-01-2020","23-01-2020","0","0"
"361","5","4","12-01-2020","10-02-2020","1","1"
"362","5","2","28-01-2020","17-02-2020","0","1"
"363","5","1","06-01-2020","09-01-2020","1","0"
"364","4","2","10-01-2020","07-02-2020","1","1"
"365","2","5","25-01-2020","26-01-2020","0","0"
"366","2","4","21-01-2020","10-02-2020","1","0"
"367","3","5","29-01-2020","25-02-2020","0","0"
"368","1","5","17-01-2020","07-02-2020","0","1"
"369","4","4","25-01-2020","13-02-2020","0","0"
"370","5","3","13-01-2020","07-02-2020","1","0"
"371","5","4","21-01-2020","11-02-2020","0","0"
"372","2","1","02-01-2020","15-01-2020","0","1"
"373","5","2","18-01-2020","10-02-2020","0","0"
"374","2","2","08-01-2020","23-01-2020","1","0"
"375","1","1","19-01-2020","22-01-2020","0","0"
"376","5","5","03-01-2020","17-01-2020","0","1"
"377","4","1","18-01-2020","17-02-2020","0","1"
"378","2","5","07-01-2020","18-01-2020","1","0"
"379","5","2","12-01-2020","28-01-2020","1","0"
"380","1","5","03-01-2020","18-01-2020","0","1"
"381","1","4","28-01-2020","08-02-2020","0","0"
"382","4","2","03-01-2020","07-01-2020","1","1"
"383","2","1","26-01-2020","22-02-2020","0","1"
"384","3","5","12-01-2020","12-01-2020","1","0"
"385","2","5","15-01-2020","07-02-2020","1","1"
"386","1","2","26-01-2020","02-02-2020","0","0"
"387","1","4","22-01-2020","25-01-2020","1","0"
"388","3","4","09-01-2020","03-02-2020","0","0"
"389","4","2","04-01-2020","19-01-2020","0","1"
"390","2","1","15-01-2020","22-01-2020","0","0"
"391","3","1","15-01-2020","12-02-2020","1","0"
"392","2","1","29-01-2020","29-01-2020","0","0"
"393","2","5","17-01-2020","05-02-2020","0","1"
"394","4","1","04-01-2020","30-01-2020","0","0"
"395","1","1","14-01-2020","05-02-2020","1","0"
"396","3","3","01-01-2020","24-01-2020","0","0"
"397","4","3","06-01-2020","30-01-2020","0","1"
"398","3","4","01-01-2020","27-01-2020","0","1"
"399","3","1","13-01-2020","23-01-2020","1","0"
"400","4","2","24-01-2020","28-01-2020","1","0"
"401","1","3","03-01-2020","11-01-2020","0","1"
"402","2","5","05-01-2020","09-01-2020","0","0"
"403","3","4","13-01-2020","11-02-2020","1","1"
"404","5","2","02-01-2020","12-01-2020","0","1"
"405","4","4","04-01-2020","19-01-2020","1","0"
"406","5","1","26-01-2020","02-02-2020","1","1"
"407","3","5","14-01-2020","06-02-2020","0","0"
"408","5","1","21-01-2020","25-01-2020","1","0"
"409","5","5","22-01-2020","09-02-2020","0","0"
"410","2","5","07-01-2020","10-01-2020","0","1"
"411","2","2","27-01-2020","12-02-2020","0","0"
"412","4","3","01-01-2020","23-01-2020","1","0"
"413","3","5","26-01-2020","01-02-2020","0","0"
"414","1","2","08-01-2020","09-01-2020","0","1"
"415","5","2","07-01-2020","05-02-2020","0","0"
"416","1","3","16-01-2020","07-02-2020","1","0"
"417","1","4","04-01-2020","05-01-2020","0","0"
"418","1","1","07-01-2020","17-01-2020","0","1"
"419","1","3","11-01-2020","16-01-2020","0","1"
"420","2","5","24-01-2020","12-02-2020","1","0"
"421","3","4","09-01-2020","26-01-2020","1","0"
"422","1","4","25-01-2020","05-02-2020","0","1"
"423","4","1","18-01-2020","07-02-2020","0","0"
"424","1","4","12-01-2020","05-02-2020","1","1"
"425","3","4","09-01-2020","18-01-2020","0","1"
"426","1","3","15-01-2020","08-02-2020","1","0"
"427","4","4","22-01-2020","19-02-2020","1","1"
"428","2","4","15-01-2020","20-01-2020","0","0"
"429","5","1","21-01-2020","28-01-2020","1","0"
"430","2","1","20-01-2020","23-01-2020","0","0"
"431","3","4","11-01-2020","26-01-2020","0","1"
"432","1","5","26-01-2020","31-01-2020","0","0"
"433","4","5","15-01-2020","14-02-2020","1","0"
"434","5","2","14-01-2020","04-02-2020","0","0"
"435","3","1","01-01-2020","09-01-2020","0","1"
"436","3","4","05-01-2020","09-01-2020","0","0"
"437","1","3","05-01-2020","28-01-2020","1","0"
"438","4","5","01-01-2020","28-01-2020","0","0"
"439","3","3","26-01-2020","24-02-2020","0","1"
"440","5","2","03-01-2020","02-02-2020","0","1"
"441","4","3","12-01-2020","23-01-2020","1","0"
"442","1","1","26-01-2020","09-02-2020","1","0"
"443","2","3","28-01-2020","06-02-2020","0","1"
"444","3","5","10-01-2020","15-01-2020","0","0"
"445","2","3","25-01-2020","14-02-2020","1","1"
"446","3","3","15-01-2020","13-02-2020","0","1"
"447","5","5","03-01-2020","08-01-2020","1","0"
"448","3","1","30-01-2020","14-02-2020","1","1"
"449","3","2","06-01-2020","20-01-2020","0","0"
"450","3","1","11-01-2020","08-02-2020","1","0"
"451","1","2","30-01-2020","14-02-2020","0","0"
"452","2","2","01-01-2020","20-01-2020","0","1"
"453","1","3","25-01-2020","08-02-2020","0","0"
"454","2","3","08-01-2020","06-02-2020","1","0"
"455","1","2","07-01-2020","10-01-2020","0","0"
"456","2","1","07-01-2020","22-01-2020","0","1"
"457","1","3","23-01-2020","11-02-2020","0","0"
"458","4","2","04-01-2020","23-01-2020","1","0"
"459","3","5","13-01-2020","16-01-2020","0","0"
"460","3","4","29-01-2020","03-02-2020","0","1"
"461","1","2","01-01-2020","30-01-2020","0","1"
"462","1","5","26-01-2020","13-02-2020","1","0"
"463","4","1","21-01-2020","11-02-2020","1","0"
"464","1","2","17-01-2020","13-02-2020","0","1"
"465","4","1","28-01-2020","05-02-2020","0","0"
"466","1","5","17-01-2020","26-01-2020","1","1"
"467","3","1","19-01-2020","06-02-2020","0","1"
"468","4","1","25-01-2020","06-02-2020","1","0"
"469","2","5","17-01-2020","31-01-2020","1","1"
"470","3","2","08-01-2020","19-01-2020","0","0"
"471","2","1","13-01-2020","26-01-2020","1","0"
"472","4","2","18-01-2020","04-02-2020","0","0"
"473","5","3","17-01-2020","15-02-2020","0","1"
"474","3","2","02-01-2020","14-01-2020","0","0"
"475","2","5","03-01-2020","10-01-2020","1","0"
"476","3","1","27-01-2020","26-02-2020","0","0"
"477","3","3","04-01-2020","09-01-2020","0","1"
"478","3","4","08-01-2020","03-02-2020","0","0"
"479","3","4","23-01-2020","26-01-2020","1","0"
"480","2","2","29-01-2020","23-02-2020","0","0"
"481","1","3","02-01-2020","29-01-2020","0","1"
"482","3","5","01-01-2020","29-01-2020","0","1"
"483","5","4","18-01-2020","28-01-2020","1","0"
"484","3","5","28-01-2020","13-02-2020","1","0"
"485","2","3","03-01-2020","23-01-2020","0","1"
"486","3","2","11-01-2020","19-01-2020","0","0"
"487","3","3","15-01-2020","03-02-2020","1","1"
"488","5","2","08-01-2020","15-01-2020","0","1"
"489","4","5","15-01-2020","08-02-2020","1","0"
"490","5","1","23-01-2020","31-01-2020","1","1"
"491","3","3","08-01-2020","23-01-2020","0","0"
"492","1","2","05-01-2020","18-01-2020","1","0"
"493","4","4","15-01-2020","22-01-2020","0","0"
"494","5","3","20-01-2020","07-02-2020","0","1"
"495","5","1","17-01-2020","25-01-2020","0","0"
"496","3","3","06-01-2020","09-01-2020","1","0"
"497","5","1","30-01-2020","27-02-2020","0","0"
"498","1","4","19-01-2020","24-01-2020","0","1"
"499","5","5","02-01-2020","04-01-2020","0","0"
"500","2","2","16-01-2020","31-01-2020","1","0"
"1","3","4","04-01-2020","14-01-2020","0","0"
"2","3","3","18-01-2020","09-02-2020","0","1"
"3","5","5","19-02-2020","06-03-2020","0","1"
"4","5","4","20-01-2020","13-02-2020","1","0"
"5","3","1","24-01-2020","30-01-2020","1","0"
"6","1","1","07-02-2020","29-02-2020","0","1"
"7","2","4","05-02-2020","20-02-2020","0","0"
"8","1","1","29-01-2020","12-02-2020","1","1"
"9","4","4","26-01-2020","03-02-2020","0","1"
"10","3","1","15-01-2020","30-01-2020","1","0"
"11","2","3","26-01-2020","30-01-2020","1","1"
"12","1","2","15-01-2020","17-01-2020","0","0"
"13","2","4","15-01-2020","24-01-2020","1","0"
"14","1","1","26-01-2020","04-02-2020","0","0"
"15","1","1","09-02-2020","23-02-2020","0","1"
"16","4","2","19-01-2020","16-02-2020","0","0"
"17","2","2","28-01-2020","23-02-2020","1","0"
"18","1","1","16-02-2020","19-02-2020","0","0"
"19","2","4","07-02-2020","15-02-2020","0","1"
"20","2","3","10-02-2020","10-03-2020","0","0"
"21","3","1","26-01-2020","22-02-2020","1","0"
"22","4","5","19-02-2020","21-02-2020","0","0"
"23","1","4","16-02-2020","12-03-2020","0","1"
"24","2","3","15-02-2020","06-03-2020","0","1"
"25","5","1","11-02-2020","16-02-2020","1","0"
"26","3","3","26-01-2020","17-02-2020","1","0"
"27","4","3","23-01-2020","25-01-2020","0","1"
"28","4","4","14-02-2020","20-02-2020","0","0"
"29","2","1","01-02-2020","17-02-2020","1","1"
"30","2","5","07-02-2020","26-02-2020","0","1"
"31","3","4","14-01-2020","12-02-2020","1","0"
"32","4","4","15-01-2020","07-02-2020","1","1"
"33","3","4","18-02-2020","05-03-2020","0","0"
"34","2","2","19-02-2020","25-02-2020","1","0"
"35","4","4","16-02-2020","08-03-2020","0","0"
